source;target;label
157;261;89.51
158;232;83.13
158;249;89.31
159;84;69.13
159;477;74.59
160;137;64.70
161;94;82.09
162;16;85.06
163;75;84.33
163;316;88.49
164;276;87.93
165;86;87.16
165;202;88.84
166;156;82.28
166;346;82.31
166;302;84.68
166;227;84.82
167;327;80.75
167;195;87.41
168;487;72.80
169;255;87.36
170;0;89.75
171;80;83.43
171;307;84.90
171;358;88.35
172;185;89.18
173;288;75.42
173;135;83.39
174;182;75.43
174;207;82.14
174;192;84.53
175;245;81.19
175;375;82.92
176;339;88.68
177;442;74.22
177;53;82.50
177;458;89.13
178;222;81.72
179;390;83.22
179;491;83.98
180;248;71.99
181;298;81.93
182;174;75.43
183;450;78.07
183;92;81.99
184;476;59.31
184;402;75.39
185;60;84.84
185;348;88.04
185;172;89.18
186;353;58.23
187;398;78.92
188;455;76.78
189;275;81.13
190;9;85.42
191;153;82.85
191;273;88.14
192;414;80.81
192;174;84.53
193;298;84.39
194;467;88.01
195;167;87.41
196;270;80.26
196;489;84.15
197;85;72.98
198;110;85.77
199;110;83.54
199;493;84.04
200;56;86.56
200;15;88.94
201;423;73.41
201;426;80.08
201;324;84.95
202;165;88.84
203;452;85.23
203;217;85.38
203;443;87.46
204;404;82.25
204;71;86.79
205;325;87.96
206;0;79.46
206;33;85.35
207;174;82.14
208;326;88.35
208;49;89.62
209;301;85.92
209;243;86.76
209;123;87.19
209;273;88.05
210;48;87.62
210;490;89.32
211;149;79.99
212;50;88.45
213;219;78.15
213;419;79.92
213;142;86.50
214;253;77.17
215;231;88.16
216;491;82.93
217;203;85.38
218;135;85.89
219;120;77.08
219;213;78.15
220;223;84.70
220;49;86.66
221;302;84.42
221;112;89.13
222;49;65.53
222;178;81.72
223;471;83.22
223;220;84.70
224;237;79.43
224;272;83.64
225;329;82.62
225;13;86.30
226;67;69.08
227;166;84.82
227;263;85.56
227;328;86.85
228;276;78.01
228;79;88.29
228;342;89.60
229;477;77.61
229;478;84.97
229;49;85.71
230;309;73.29
231;28;77.36
231;139;86.73
231;215;88.16
232;158;83.13
233;104;75.50
233;325;89.69
234;344;85.66
234;54;88.99
235;362;85.50
236;31;87.06
237;224;79.43
238;150;85.20
239;491;88.72
240;395;63.24
240;470;80.96
240;130;87.37
241;156;73.78
241;341;84.89
242;109;83.27
243;209;86.76
244;118;80.50
245;110;79.31
245;175;81.19
246;400;76.26
246;13;79.85
246;460;89.28
247;495;81.60
247;488;86.97
248;180;71.99
248;21;84.70
249;428;87.56
249;158;89.31
249;406;89.36
250;274;87.01
251;467;87.70
252;310;78.08
253;214;77.17
253;87;84.08
253;437;88.33
253;154;89.07
254;312;79.25
254;440;82.32
255;418;79.61
255;103;84.29
255;169;87.36
256;491;83.08
257;265;71.42
258;378;74.56
259;267;77.38
259;463;84.41
260;115;84.63
261;157;89.51
262;266;74.22
263;150;85.51
263;227;85.56
263;319;87.18
264;4;61.22
265;257;71.42
265;63;83.63
266;318;73.47
266;262;74.22
266;393;86.02
267;259;77.38
267;446;78.92
267;428;80.22
268;359;61.53
268;22;78.30
268;325;89.24
269;26;83.98
269;105;84.49
270;365;70.33
270;196;80.26
271;11;73.34
272;43;83.31
272;224;83.64
272;389;88.27
273;483;81.97
273;209;88.05
273;191;88.14
273;116;88.83
274;478;85.10
274;250;87.01
274;416;89.20
275;189;81.13
275;155;84.14
275;467;88.73
276;228;78.01
276;311;81.51
276;164;87.93
276;473;89.35
277;362;70.31
277;452;79.05
277;113;80.94
278;352;79.38
278;131;81.93
279;314;82.96
280;122;83.74
280;108;85.22
281;86;82.52
281;327;83.24
282;77;72.27
282;458;85.18
283;421;80.25
283;43;82.55
283;26;83.14
283;69;88.61
284;50;82.22
284;405;84.44
285;413;77.92
286;309;87.14
287;24;78.52
287;498;87.10
288;173;75.42
288;389;85.08
289;456;76.54
289;94;82.13
290;83;48.85
290;474;68.95
291;151;80.70
291;48;86.99
291;316;88.62
292;413;86.28
293;449;88.38
293;15;89.62
294;487;80.75
294;466;84.40
294;482;85.25
294;107;87.78
295;417;88.39
296;323;82.95
297;30;84.11
297;454;87.58
298;11;77.07
298;181;81.93
298;193;84.39
298;89;85.85
298;101;87.49
298;31;87.62
299;53;85.80
300;343;89.42
301;209;85.92
302;221;84.42
302;166;84.68
302;60;85.23
303;363;82.03
303;74;82.58
304;5;80.51
304;475;88.24
305;404;75.74
305;47;81.94
305;45;85.71
306;149;75.85
306;454;84.27
307;428;79.70
307;171;84.90
308;11;84.14
309;230;73.29
309;123;82.01
309;286;87.14
310;78;61.17
310;339;74.62
310;252;78.08
310;18;87.01
311;276;81.51
312;3;78.99
312;254;79.25
313;119;89.31
314;390;82.18
314;279;82.96
315;389;80.54
315;14;81.70
316;163;88.49
316;340;88.61
316;291;88.62
317;155;87.88
318;266;73.47
319;468;79.35
319;366;84.00
319;263;87.18
320;377;66.06
320;94;80.42
320;39;84.44
320;64;89.27
321;347;88.34
322;147;79.60
322;367;81.98
322;393;83.12
323;54;82.93
323;296;82.95
323;132;84.99
323;399;88.57
324;369;79.19
324;201;84.95
325;465;81.10
325;441;85.62
325;205;87.96
325;268;89.24
325;233;89.69
326;208;88.35
327;345;76.79
327;167;80.75
327;281;83.24
327;85;84.68
328;227;86.85
329;39;81.10
329;409;81.24
329;403;82.38
329;225;82.62
330;484;79.26
330;439;80.55
331;29;81.89
331;135;87.13
332;118;78.02
332;64;83.01
333;431;85.82
333;19;87.42
334;87;84.24
334;392;86.50
335;436;85.46
335;109;86.19
336;424;82.60
336;437;87.57
337;496;75.74
338;146;84.21
338;35;89.27
339;310;74.62
339;39;82.03
339;176;88.68
340;316;88.61
341;241;84.89
342;383;81.66
342;228;89.60
343;107;81.75
343;386;83.24
343;300;89.42
344;234;85.66
345;327;76.79
346;166;82.31
347;112;85.09
347;19;86.75
347;321;88.34
348;27;87.96
348;185;88.04
349;485;81.77
349;92;82.17
350;360;78.03
351;51;71.80
352;278;79.38
353;186;58.23
353;381;80.26
353;139;85.91
354;134;66.37
355;148;64.85
355;79;85.68
355;114;89.51
356;90;77.42
357;497;81.06
357;34;88.75
358;62;78.68
358;171;88.35
358;486;88.68
359;268;61.53
360;350;78.03
360;459;83.04
360;2;87.74
361;38;80.64
362;277;70.31
362;40;75.44
362;235;85.50
363;303;82.03
364;52;77.42
364;91;86.00
364;399;86.51
365;270;70.33
366;481;79.55
366;319;84.00
367;322;81.98
368;389;85.18
368;55;86.15
369;324;79.19
370;98;80.09
370;57;80.85
370;375;82.87
371;381;79.15
371;422;79.98
372;394;80.72
372;478;81.64
373;438;85.39
373;106;87.33
374;443;71.21
375;370;82.87
375;175;82.92
375;115;88.82
376;469;84.92
376;65;87.88
377;320;66.06
378;258;74.56
378;123;80.70
379;139;89.73
380;406;73.32
381;371;79.15
381;353;80.26
382;46;74.82
383;342;81.66
383;464;84.63
384;71;89.27
385;402;71.10
385;79;71.71
386;4;79.75
386;343;83.24
387;433;85.08
388;72;72.79
389;315;80.54
389;72;84.10
389;288;85.08
389;368;85.18
389;272;88.27
390;314;82.18
390;74;82.27
390;179;83.22
390;497;86.18
391;96;85.25
392;96;84.66
392;334;86.50
393;409;82.39
393;322;83.12
393;266;86.02
394;372;80.72
394;425;80.89
395;240;63.24
396;19;81.54
397;137;84.07
398;33;77.24
398;187;78.92
399;87;85.09
399;364;86.51
399;323;88.57
399;480;89.13
400;246;76.26
401;2;76.86
402;385;71.10
402;184;75.39
403;329;82.38
403;435;82.55
403;127;89.76
404;305;75.74
404;414;79.32
404;204;82.25
405;427;73.35
405;284;84.44
406;380;73.32
406;249;89.36
407;459;85.84
408;462;87.40
409;329;81.24
409;393;82.39
410;429;72.87
411;153;85.16
411;475;87.80
412;92;78.26
412;449;78.52
412;122;78.90
413;285;77.92
413;471;80.07
413;292;86.28
414;404;79.32
414;192;80.81
414;46;88.67
415;49;88.19
416;68;75.16
416;105;82.09
416;417;83.86
416;274;89.20
417;416;83.86
417;295;88.39
418;1;76.89
418;255;79.61
418;133;88.76
419;213;79.92
419;88;84.67
420;13;88.47
421;283;80.25
422;445;77.07
422;371;79.98
423;201;73.41
423;117;74.62
424;433;78.76
424;336;82.60
425;394;80.89
425;53;81.86
425;7;88.50
426;81;71.69
426;201;80.08
427;405;73.35
428;472;71.98
428;307;79.70
428;267;80.22
428;249;87.56
429;410;72.87
429;486;84.32
430;106;86.18
431;333;85.82
432;474;75.97
433;424;78.76
433;387;85.08
434;451;83.20
434;133;87.61
435;403;82.55
436;335;85.46
437;336;87.57
437;253;88.33
438;479;78.82
438;26;83.80
438;373;85.39
439;330;80.55
439;458;83.14
440;254;82.32
441;325;85.62
442;177;74.22
443;374;71.21
443;146;82.24
443;203;87.46
444;13;89.00
445;422;77.07
445;494;84.66
446;267;78.92
446;103;79.46
447;30;85.67
447;457;89.74
448;143;78.28
449;412;78.52
449;157;83.81
449;16;84.98
449;493;86.65
449;469;88.23
449;293;88.38
450;183;78.07
450;86;88.40
450;147;89.89
451;434;83.20
451;123;87.79
452;277;79.05
452;463;81.49
452;203;85.23
453;108;83.70
454;306;84.27
454;297;87.58
454;154;87.59
455;188;76.78
455;135;76.97
455;32;81.17
455;97;88.86
456;289;76.54
457;140;74.68
457;447;89.74
458;439;83.14
458;282;85.18
458;177;89.13
459;360;83.04
459;407;85.84
460;462;84.25
460;99;88.01
460;246;89.28
461;497;88.83
462;460;84.25
462;408;87.40
463;452;81.49
463;259;84.41
464;383;84.63
464;485;84.81
465;325;81.10
465;46;86.34
466;96;82.91
466;294;84.40
467;251;87.70
467;194;88.01
467;275;88.73
468;319;79.35
469;126;82.23
469;376;84.92
469;449;88.23
470;240;80.96
470;32;88.75
471;413;80.07
471;223;83.22
472;428;71.98
473;276;89.35
474;290;68.95
474;499;75.55
474;432;75.97
474;129;84.08
475;111;86.10
475;411;87.80
475;304;88.24
476;184;59.31
477;159;74.59
477;229;77.61
478;372;81.64
478;229;84.97
478;274;85.10
479;438;78.82
480;399;89.13
480;6;89.24
481;44;66.90
481;366;79.55
482;294;85.25
483;273;81.97
484;330;79.26
484;151;88.33
485;349;81.77
485;464;84.81
486;429;84.32
486;358;88.68
487;168;72.80
487;294;80.75
488;145;82.24
488;34;85.95
488;247;86.97
489;58;75.29
489;196;84.15
489;13;84.58
489;75;88.67
490;210;89.32
491;216;82.93
491;256;83.08
491;179;83.98
491;239;88.72
492;103;79.62
493;199;84.04
493;449;86.65
494;50;78.40
494;445;84.66
495;144;62.85
495;247;81.60
496;337;75.74
496;95;88.42
497;357;81.06
497;390;86.18
497;461;88.83
497;91;89.64
498;287;87.10
499;474;75.55
499;120;79.20
499;95;82.13
499;73;83.83
