source;target;label
94;98;25.01
94;72;83.58
94;69;43.71
95;6;44.99
96;79;55.97
96;8;10.96
97;91;36.56
97;1;18.53
97;29;47.83
97;12;35.30
97;82;79.57
97;60;15.45
97;74;41.95
98;76;36.88
98;72;31.77
98;94;25.01
98;30;67.33
99;68;6.05
99;22;40.66
99;42;27.84
99;15;78.44
99;75;88.74
99;73;62.25
99;49;62.47
99;50;9.71
